Invoice,customer_id,order_date,split,returned,order_value,log_order_value,n_lines,total_quantity,mean_unit_price,max_unit_price,price_vs_sku_mean,hour_of_day,day_of_week,is_uk,customer_prior_orders,customer_prior_returns,customer_prior_return_rate,customer_tenure_days,is_new_customer,basket_sku_return_rate,basket_max_sku_return_rate
SYN009539,4575.0,2010-10-06 01:04:00,train,0,328.94,5.798911,21,201.0,1.64,6.38,0.388,10,2,1,0,0,-1.0,0.0,1,0.192544,0.280406
SYN009540,4929.0,2010-10-06 01:07:00,train,1,185.59,5.228914,19,87.0,2.13,10.51,0.4529,12,2,1,3,0,0.0,66.5035,0,0.167778,0.239703
SYN009541,3126.0,2010-10-06 02:00:00,train,1,266.74,5.590016,18,34.0,7.85,19.83,2.1148,13,2,1,0,0,-1.0,0.0,1,0.185057,0.297601
SYN009542,326.0,2010-10-06 02:21:00,train,0,189.87,5.251593,24,170.0,1.12,4.2,0.3508,10,2,1,3,0,0.0,99.7403,0,0.179199,0.28331
SYN009543,119.0,2010-10-06 02:38:00,train,0,425.76,6.056222,22,101.0,4.22,11.74,1.1999,8,2,1,1,0,0.0,191.2007,0,0.192388,0.325587
SYN009544,664.0,2010-10-06 02:47:00,train,0,1182.93,7.076595,19,116.0,10.2,31.89,2.5509,13,2,1,2,0,0.0,62.5368,0,0.174006,0.230192
SYN009545,1146.0,2010-10-06 02:48:00,train,0,382.78,5.950069,21,52.0,7.36,43.69,2.0369,10,2,1,0,0,-1.0,0.0,1,0.185098,0.27335
SYN009546,5735.0,2010-10-06 03:02:00,train,0,212.61,5.364152,19,185.0,1.15,2.79,0.2287,11,2,1,0,0,-1.0,0.0,1,0.183731,0.298011
SYN009547,3706.0,2010-10-06 03:20:00,train,0,103.44,4.648613,20,57.0,1.81,3.56,0.4846,11,2,0,5,0,0.0,256.859,0,0.188688,0.263211
SYN009548,1724.0,2010-10-06 04:56:00,train,0,168.17,5.130904,27,373.0,0.45,0.7,0.1102,10,2,1,5,0,0.0,118.8826,0,0.181388,0.296143
SYN009549,2003.0,2010-10-06 05:50:00,train,1,206.63,5.335758,24,254.0,0.81,3.68,0.2484,13,2,1,3,1,0.333333,159.4153,0,0.183058,0.273434
SYN009550,4206.0,2010-10-06 06:49:00,train,0,1320.05,7.186182,21,115.0,11.48,32.12,1.8337,12,2,1,0,0,-1.0,0.0,1,0.178505,0.259756
SYN009551,2680.0,2010-10-06 07:16:00,train,0,475.29,6.166027,19,288.0,1.65,7.54,0.4664,14,2,1,1,1,1.0,99.5854,0,0.194542,0.289042
SYN009552,4089.0,2010-10-06 07:20:00,train,0,291.69,5.679114,18,136.0,2.14,8.84,0.6245,8,2,1,2,0,0.0,63.8479,0,0.198107,0.275181
SYN009553,602.0,2010-10-06 07:33:00,train,0,166.08,5.118473,19,167.0,0.99,4.53,0.3483,8,2,1,5,0,0.0,143.4097,0,0.194864,0.281088
SYN009554,5479.0,2010-10-06 11:01:00,train,1,282.9,5.648622,20,282.0,1.0,3.74,0.3229,15,2,1,2,0,0.0,80.7417,0,0.176323,0.261268
SYN009555,4909.0,2010-10-06 11:10:00,train,0,398.1,5.989212,19,181.0,2.2,11.21,0.5981,13,2,1,1,0,0.0,2.9938,0,0.181194,0.243093
SYN009556,5295.0,2010-10-06 11:50:00,train,0,126.26,4.846232,14,45.0,2.81,3.99,0.5172,16,2,1,3,0,0.0,184.9681,0,0.194836,0.251247
SYN009557,999.0,2010-10-06 13:02:00,train,0,57.41,4.067487,26,196.0,0.29,1.1,0.0825,17,2,0,2,0,0.0,34.4646,0,0.194235,0.276448
SYN009558,2222.0,2010-10-06 13:10:00,train,0,1666.76,7.419237,17,251.0,6.64,35.54,2.6937,18,2,1,4,1,0.25,80.5438,0,0.201466,0.251492
SYN009559,1697.0,2010-10-06 13:45:00,train,0,248.72,5.52034,22,66.0,3.77,5.41,0.9798,14,2,1,1,0,0.0,7.8701,0,0.180798,0.264678
SYN009560,4615.0,2010-10-06 13:56:00,train,0,185.65,5.229235,19,196.0,0.95,4.84,0.2617,11,2,1,3,0,0.0,130.7986,0,0.169423,0.213318
SYN009561,2217.0,2010-10-06 14:06:00,train,0,308.43,5.734732,16,97.0,3.18,4.62,1.1066,9,2,1,2,0,0.0,67.8292,0,0.195809,0.251581
SYN009562,1929.0,2010-10-06 14:08:00,train,0,68.44,4.240463,23,1104.0,0.06,0.07,0.014,19,2,1,0,0,-1.0,0.0,1,0.175808,0.239099
SYN009563,3543.0,2010-10-06 14:46:00,train,1,729.89,6.594263,18,290.0,2.52,10.37,0.9984,16,2,1,3,2,0.666667,43.1535,0,0.192769,0.270086
SYN009564,1694.0,2010-10-06 14:53:00,train,1,137.84,4.933322,18,737.0,0.19,0.37,0.0504,16,2,1,7,1,0.142857,307.5938,0,0.186051,0.296148
SYN009565,1176.0,2010-10-06 15:16:00,train,0,231.79,5.450137,24,170.0,1.36,2.37,0.4156,15,2,1,3,0,0.0,293.0319,0,0.192461,0.322627
SYN009566,510.0,2010-10-06 15:26:00,train,0,139.06,4.942071,18,203.0,0.69,1.14,0.2846,12,2,1,3,0,0.0,65.3785,0,0.176492,0.273395
SYN009567,4086.0,2010-10-06 15:28:00,train,0,142.17,4.964033,22,303.0,0.47,2.76,0.1585,10,2,1,1,0,0.0,138.4736,0,0.19253,0.336902
SYN009568,1035.0,2010-10-06 15:29:00,train,0,1014.33,6.922969,20,133.0,7.63,38.94,2.7045,12,2,1,1,0,0.0,24.4264,0,0.179422,0.244205
SYN009569,659.0,2010-10-06 15:39:00,train,0,401.33,5.997273,20,613.0,0.65,3.42,0.1705,15,2,1,1,0,0.0,20.3715,0,0.187657,0.307082
SYN009570,5139.0,2010-10-06 16:06:00,train,0,1153.68,7.051579,20,120.0,9.61,28.14,2.9845,14,2,1,7,2,0.285714,214.8083,0,0.188032,0.27825
SYN009571,4152.0,2010-10-06 16:19:00,train,0,1438.87,7.272308,31,227.0,6.34,14.49,1.8227,17,2,0,5,0,0.0,284.3701,0,0.198192,0.337213
SYN009572,881.0,2010-10-06 17:12:00,train,1,243.23,5.49811,20,180.0,1.35,2.31,0.3756,9,2,0,8,2,0.25,141.6778,0,0.175187,0.281039
SYN009573,966.0,2010-10-06 18:38:00,train,0,66.95,4.218772,18,115.0,0.58,1.07,0.1418,12,2,1,2,1,0.5,38.1333,0,0.174477,0.22271
SYN009574,4962.0,2010-10-06 18:50:00,train,0,935.71,6.842374,30,209.0,4.48,12.0,1.0916,9,2,1,1,0,0.0,22.1299,0,0.187703,0.314924
SYN009575,3900.0,2010-10-06 19:08:00,train,0,369.62,5.915177,20,994.0,0.37,2.17,0.1048,12,2,1,1,0,0.0,18.9257,0,0.181536,0.266366
SYN009576,3741.0,2010-10-06 20:19:00,train,0,870.17,6.769837,20,270.0,3.22,7.87,1.0023,13,2,1,3,0,0.0,28.8181,0,0.186309,0.270073
SYN009577,2883.0,2010-10-06 20:44:00,train,0,580.06,6.364854,13,338.0,1.72,10.21,0.415,13,2,1,4,3,0.75,219.9493,0,0.171243,0.213281
SYN009578,1415.0,2010-10-06 21:14:00,train,0,101.79,4.632688,18,241.0,0.42,0.76,0.1167,14,2,1,8,1,0.125,225.7438,0,0.174994,0.247511
SYN009579,1474.0,2010-10-06 21:23:00,train,0,481.05,6.178048,19,78.0,6.17,14.96,1.2374,11,2,1,1,0,0.0,14.4326,0,0.188793,0.25628
SYN009580,372.0,2010-10-06 21:49:00,train,0,364.65,5.901677,17,81.0,4.5,22.16,1.0554,15,2,1,3,0,0.0,164.6382,0,0.182052,0.255115
SYN009581,2650.0,2010-10-06 21:53:00,train,0,234.72,5.462645,21,77.0,3.05,9.03,0.6007,10,2,1,5,0,0.0,146.709,0,0.169973,0.283311
SYN009582,3335.0,2010-10-06 22:38:00,train,0,335.63,5.818984,18,162.0,2.07,4.51,0.7511,7,2,1,1,0,0.0,26.5181,0,0.190232,0.301257
SYN009583,2333.0,2010-10-06 22:40:00,train,0,251.59,5.531768,17,142.0,1.77,6.48,0.541,13,2,1,2,0,0.0,29.7278,0,0.190997,0.281535
SYN009584,1009.0,2010-10-06 22:53:00,train,0,200.31,5.304846,27,64.0,3.13,3.91,0.849,10,2,1,7,2,0.285714,205.325,0,0.191434,0.332015
SYN009585,3076.0,2010-10-06 22:54:00,train,0,331.36,5.806219,20,118.0,2.81,4.72,0.5736,14,2,1,0,0,-1.0,0.0,1,0.184075,0.247311
SYN009586,675.0,2010-10-06 23:04:00,train,0,383.48,5.951892,14,104.0,3.69,13.08,0.8865,13,2,1,2,0,0.0,20.1958,0,0.165107,0.224311
SYN009587,578.0,2010-10-06 23:48:00,train,0,363.44,5.898362,25,139.0,2.61,10.48,0.7103,11,2,1,0,0,-1.0,0.0,1,0.190589,0.255823
SYN009588,1304.0,2010-10-07 00:19:00,train,0,25.79,3.288029,20,195.0,0.13,0.47,0.033,14,3,1,0,0,-1.0,0.0,1,0.177072,0.261224
SYN009589,3502.0,2010-10-07 00:19:00,train,0,264.52,5.58169,22,123.0,2.15,8.33,0.6416,13,3,1,2,0,0.0,32.9528,0,0.183646,0.270061
SYN009590,5704.0,2010-10-07 00:29:00,train,0,305.55,5.725381,26,106.0,2.88,12.03,0.7484,8,3,1,1,0,0.0,11.0597,0,0.179947,0.259715
SYN009591,75.0,2010-10-07 00:48:00,train,1,487.33,6.190991,21,164.0,2.97,4.73,0.7513,10,3,1,0,0,-1.0,0.0,1,0.1724,0.240857
SYN009592,5479.0,2010-10-07 01:10:00,train,0,398.32,5.989763,14,163.0,2.44,4.75,0.7939,8,3,1,3,0,0.0,81.3312,0,0.181054,0.276369
SYN009593,4026.0,2010-10-07 01:30:00,train,0,92.49,4.537854,18,151.0,0.61,2.01,0.2272,17,3,1,5,0,0.0,163.2993,0,0.185579,0.287967
SYN009594,2341.0,2010-10-07 01:40:00,train,0,155.89,5.055545,23,688.0,0.23,1.22,0.0427,11,3,1,1,0,0.0,113.1438,0,0.17626,0.281041
SYN009595,82.0,2010-10-07 01:47:00,train,1,576.11,6.358033,18,115.0,5.01,14.56,1.0519,11,3,1,9,2,0.222222,291.4694,0,0.196622,0.460984
SYN009596,5787.0,2010-10-07 02:26:00,train,0,103.63,4.65043,22,212.0,0.49,0.8,0.128,13,3,1,4,0,0.0,225.7389,0,0.180552,0.247165
SYN009597,3738.0,2010-10-07 02:39:00,train,0,136.73,4.925295,21,203.0,0.67,2.24,0.2144,17,3,1,1,0,0.0,3.1028,0,0.169671,0.214447
SYN009598,4870.0,2010-10-07 04:42:00,train,0,227.06,5.429609,15,254.0,0.89,2.54,0.2712,12,3,1,0,0,-1.0,0.0,1,0.187362,0.235227
SYN009599,620.0,2010-10-07 05:28:00,train,1,229.37,5.439687,20,103.0,2.23,10.77,0.3512,9,3,0,1,0,0.0,60.9701,0,0.202985,0.27828
SYN009600,2295.0,2010-10-07 06:37:00,train,0,357.79,5.882737,24,285.0,1.26,3.8,0.2985,10,3,1,0,0,-1.0,0.0,1,0.17957,0.309722
SYN009601,513.0,2010-10-07 07:48:00,train,0,68.25,4.237723,19,238.0,0.29,1.29,0.1018,13,3,1,0,0,-1.0,0.0,1,0.178512,0.260447
SYN009602,3780.0,2010-10-07 07:52:00,train,1,1060.03,6.966995,29,71.0,14.93,81.62,3.5303,8,3,1,1,0,0.0,27.5597,0,0.187025,0.314994
SYN009603,3396.0,2010-10-07 07:56:00,train,0,627.38,6.443145,21,161.0,3.9,12.18,0.9916,14,3,1,6,0,0.0,168.9951,0,0.17718,0.235231
SYN009604,2194.0,2010-10-07 08:08:00,train,0,246.45,5.511209,17,193.0,1.28,6.61,0.3708,13,3,1,4,0,0.0,51.5215,0,0.17671,0.31587
SYN009605,4536.0,2010-10-07 08:42:00,train,1,72.15,4.292512,27,211.0,0.34,1.93,0.0747,10,3,1,5,0,0.0,233.6306,0,0.18329,0.242563
SYN009606,5268.0,2010-10-07 09:35:00,train,0,152.92,5.036433,18,632.0,0.24,0.48,0.0707,13,3,1,0,0,-1.0,0.0,1,0.170336,0.24387
SYN009607,1402.0,2010-10-07 10:40:00,train,0,174.13,5.165529,16,188.0,0.93,4.7,0.2883,14,3,1,0,0,-1.0,0.0,1,0.213209,0.288609
SYN009608,4012.0,2010-10-07 11:06:00,train,1,577.57,6.36056,21,206.0,2.8,16.23,0.7716,13,3,1,6,2,0.333333,251.4688,0,0.194635,0.295025
SYN009609,3618.0,2010-10-07 11:10:00,train,0,316.15,5.759375,21,250.0,1.26,4.01,0.2716,15,3,1,3,3,1.0,66.0424,0,0.177071,0.312844
SYN009610,4378.0,2010-10-07 11:35:00,train,1,198.84,5.297517,25,320.0,0.62,2.0,0.146,16,3,1,0,0,-1.0,0.0,1,0.217319,0.368529
SYN009611,2676.0,2010-10-07 12:21:00,train,0,764.12,6.640033,19,163.0,4.69,18.54,0.8985,11,3,1,3,2,0.666667,79.4625,0,0.185413,0.308554
SYN009612,2086.0,2010-10-07 12:47:00,train,0,1532.14,7.335073,18,114.0,13.44,27.59,3.6351,17,3,1,3,1,0.333333,49.766,0,0.177226,0.24724
SYN009613,5016.0,2010-10-07 13:12:00,train,0,213.8,5.369707,11,71.0,3.01,7.69,0.5918,10,3,1,1,0,0.0,55.9347,0,0.18376,0.242622
SYN009614,2938.0,2010-10-07 14:23:00,train,0,352.61,5.868195,33,139.0,2.54,6.25,0.6031,9,3,1,3,1,0.333333,136.55,0,0.199202,0.307156
SYN009615,2270.0,2010-10-07 15:50:00,train,1,1987.58,7.595176,19,131.0,15.17,43.21,3.7211,14,3,1,7,1,0.142857,127.591,0,0.180503,0.256858
SYN009616,5082.0,2010-10-07 16:11:00,train,0,201.48,5.310641,11,58.0,3.47,18.86,0.7943,13,3,1,10,0,0.0,283.2833,0,0.175832,0.231519
SYN009617,81.0,2010-10-07 16:11:00,train,1,186.89,5.235857,24,126.0,1.48,8.81,0.4183,13,3,1,2,0,0.0,96.2,0,0.179074,0.318068
SYN009618,275.0,2010-10-07 16:49:00,train,0,581.3,6.366986,15,392.0,1.48,1.86,0.4758,9,3,0,1,0,0.0,82.591,0,0.194011,0.314017
SYN009619,4790.0,2010-10-07 17:37:00,train,0,75.68,4.339641,25,110.0,0.69,2.37,0.2529,12,3,1,3,0,0.0,109.1139,0,0.188621,0.256828
SYN009620,363.0,2010-10-07 17:48:00,train,0,793.96,6.678292,21,120.0,6.62,36.55,2.1862,10,3,1,0,0,-1.0,0.0,1,0.1724,0.276403
SYN009621,4693.0,2010-10-07 17:52:00,train,0,277.34,5.628843,14,46.0,6.03,24.5,2.6166,16,3,1,5,2,0.4,305.4319,0,0.189955,0.243064
SYN009622,1310.0,2010-10-07 18:24:00,train,0,225.93,5.424642,23,695.0,0.33,1.71,0.107,12,3,1,0,0,-1.0,0.0,1,0.176732,0.255466
SYN009623,1600.0,2010-10-07 19:31:00,train,0,266.07,5.587511,19,120.0,2.22,5.88,0.6723,12,3,1,6,2,0.333333,214.2632,0,0.17935,0.247351
SYN009624,900.0,2010-10-07 19:39:00,train,1,74.01,4.317621,18,56.0,1.32,6.82,0.2959,11,3,1,4,1,0.25,287.2472,0,0.180986,0.270503
SYN009625,500.0,2010-10-07 23:19:00,train,1,810.28,6.698613,21,168.0,4.82,7.29,1.1189,18,3,1,2,1,0.5,66.6646,0,0.17456,0.319717
SYN009626,1105.0,2010-10-07 23:22:00,train,0,1905.74,7.55315,21,45.0,42.35,172.23,12.7521,12,3,1,4,1,0.25,63.425,0,0.196373,0.446626
SYN009627,3042.0,2010-10-07 23:38:00,train,1,413.58,6.027266,16,248.0,1.67,7.25,0.4799,11,3,1,1,0,0.0,3.0931,0,0.187604,0.251443
SYN009628,1320.0,2010-10-07 23:59:00,train,0,228.49,5.435859,24,64.0,3.57,17.85,0.703,12,3,1,0,0,-1.0,0.0,1,0.183647,0.283816
SYN009629,492.0,2010-10-08 00:08:00,train,0,152.14,5.031353,17,206.0,0.74,2.07,0.1474,9,4,1,5,1,0.2,282.0972,0,0.179192,0.285913
SYN009630,60.0,2010-10-08 01:24:00,train,0,52.88,3.986759,10,65.0,0.81,0.93,0.1218,13,4,1,4,2,0.5,85.7431,0,0.205278,0.417917
SYN009631,5720.0,2010-10-08 01:24:00,train,0,86.9,4.4762,18,158.0,0.55,0.99,0.093,12,4,1,2,0,0.0,289.9611,0,0.19658,0.279082
SYN009632,5311.0,2010-10-08 02:06:00,train,0,210.98,5.356492,21,89.0,2.37,11.2,0.9264,12,4,1,3,0,0.0,192.2868,0,0.173439,0.232564
SYN009633,1074.0,2010-10-08 02:12:00,train,0,97.73,4.592389,21,352.0,0.28,1.24,0.0884,11,4,1,6,0,0.0,140.516,0,0.193435,0.362791
SYN009634,3396.0,2010-10-08 02:29:00,train,0,312.49,5.747767,17,97.0,3.22,14.94,0.5045,16,4,1,7,0,0.0,169.7681,0,0.19832,0.296683
SYN009635,4905.0,2010-10-08 03:38:00,train,0,1071.77,6.977999,13,23.0,46.6,274.38,8.7148,13,4,1,5,0,0.0,158.7521,0,0.177812,0.231325
SYN009636,3208.0,2010-10-08 04:13:00,train,0,292.67,5.682457,17,13.0,22.51,70.63,5.6157,13,4,1,0,0,-1.0,0.0,1,0.187423,0.307169
SYN009637,1675.0,2010-10-08 04:39:00,train,0,71.46,4.283035,24,225.0,0.32,1.73,0.07,11,4,0,7,0,0.0,291.1604,0,0.207887,0.442999
SYN009638,4269.0,2010-10-08 06:04:00,train,1,84.36,4.446878,27,561.0,0.15,0.35,0.0349,10,4,0,3,1,0.333333,284.2458,0,0.176516,0.259088
SYN009639,136.0,2010-10-08 06:20:00,train,0,239.6,5.483136,13,85.0,2.82,8.04,0.6249,15,4,1,1,1,1.0,58.3493,0,0.183657,0.262407
SYN009640,4122.0,2010-10-08 06:52:00,train,1,3022.83,8.01428,19,122.0,24.78,36.19,7.011,13,4,1,2,2,1.0,19.2118,0,0.177053,0.381805
SYN009641,5894.0,2010-10-08 07:11:00,train,0,1513.08,7.322563,26,113.0,13.39,68.44,4.5463,9,4,1,0,0,-1.0,0.0,1,0.198043,0.271846
SYN009642,2642.0,2010-10-08 08:03:00,train,1,1683.72,7.429355,17,143.0,11.77,56.13,3.0244,13,4,1,0,0,-1.0,0.0,1,0.20396,0.337448
SYN009643,4601.0,2010-10-08 08:09:00,train,0,419.03,6.040326,21,202.0,2.07,9.75,0.4192,9,4,1,4,1,0.25,39.1396,0,0.199057,0.265163
SYN009644,5493.0,2010-10-08 08:46:00,train,0,224.69,5.419162,21,177.0,1.27,3.1,0.584,11,4,1,6,2,0.333333,288.6632,0,0.18456,0.263231
SYN009645,105.0,2010-10-08 09:03:00,train,0,1203.37,7.093712,15,43.0,27.99,149.23,6.6812,12,4,1,4,0,0.0,48.2396,0,0.184304,0.251541
SYN009646,2556.0,2010-10-08 09:30:00,train,0,79.12,4.383526,10,22.0,3.6,11.93,0.4849,14,4,1,8,0,0.0,303.0688,0,0.187677,0.254824
SYN009647,4591.0,2010-10-08 09:45:00,train,0,844.49,6.739916,19,45.0,18.77,45.88,6.2022,10,4,1,2,1,0.5,130.0118,0,0.179396,0.278141
SYN009648,898.0,2010-10-08 09:49:00,train,0,1433.26,7.268404,19,90.0,15.93,84.27,3.8289,12,4,1,2,0,0.0,54.3715,0,0.197766,0.262419
SYN009649,900.0,2010-10-08 10:30:00,train,0,89.21,4.50214,24,94.0,0.95,1.8,0.2323,10,4,1,5,1,0.2,287.866,0,0.18625,0.261744
SYN009650,3864.0,2010-10-08 10:49:00,train,0,1398.03,7.243534,16,137.0,10.2,47.88,2.6287,12,4,1,0,0,-1.0,0.0,1,0.193642,0.267475
SYN009651,5275.0,2010-10-08 10:53:00,train,0,998.98,6.907735,20,63.0,15.86,25.22,4.3635,9,4,1,2,0,0.0,53.7819,0,0.183259,0.251258
SYN009652,3056.0,2010-10-08 11:01:00,train,1,1035.13,6.943248,20,176.0,5.88,18.84,1.5504,15,4,1,8,1,0.125,177.3229,0,0.192446,0.399706
SYN009653,496.0,2010-10-08 11:49:00,train,0,506.34,6.229181,24,424.0,1.19,5.88,0.3817,13,4,1,0,0,-1.0,0.0,1,0.16566,0.231646
SYN009654,316.0,2010-10-08 12:19:00,train,0,616.77,6.426116,30,552.0,1.12,6.05,0.2232,15,4,1,6,3,0.5,274.0028,0,0.191233,0.402983
SYN009655,4026.0,2010-10-08 13:04:00,train,0,227.58,5.431886,13,206.0,1.1,1.23,0.4957,13,4,1,6,0,0.0,164.7812,0,0.159031,0.216924
SYN009656,4828.0,2010-10-08 13:45:00,train,0,103.01,4.644487,14,80.0,1.29,1.96,0.4548,11,4,1,5,0,0.0,245.9368,0,0.186338,0.308515
SYN009657,460.0,2010-10-08 14:03:00,train,0,276.32,5.625172,13,125.0,2.21,5.68,0.4577,9,4,1,7,2,0.285714,257.5569,0,0.166942,0.247203
SYN009658,3236.0,2010-10-08 14:11:00,train,0,39.69,3.705982,18,137.0,0.29,0.89,0.0742,12,4,1,2,0,0.0,78.5708,0,0.192243,0.281095
SYN009659,1032.0,2010-10-08 14:20:00,train,0,1469.28,7.293208,18,213.0,6.9,10.66,2.3011,14,4,1,2,0,0.0,185.9993,0,0.165768,0.216448
SYN009660,3544.0,2010-10-08 14:50:00,train,0,124.12,4.829273,19,105.0,1.18,2.14,0.2727,15,4,1,2,0,0.0,25.059,0,0.192184,0.251446
SYN009661,1520.0,2010-10-08 14:59:00,train,1,355.34,5.875885,23,143.0,2.48,10.08,0.9583,15,4,1,3,1,0.333333,70.466,0,0.180656,0.305992
SYN009662,316.0,2010-10-08 15:06:00,train,0,1435.18,7.269742,19,137.0,10.48,23.99,3.9867,13,4,1,7,3,0.428571,274.1188,0,0.183636,0.251259
SYN009663,745.0,2010-10-08 17:18:00,train,0,145.92,4.989888,21,264.0,0.55,2.33,0.1616,10,4,1,2,0,0.0,54.4438,0,0.194325,0.251655
SYN009664,4898.0,2010-10-08 17:19:00,train,0,606.65,6.409599,18,483.0,1.26,2.26,0.2175,13,4,1,7,1,0.142857,170.7701,0,0.18903,0.304629
SYN009665,5210.0,2010-10-08 17:42:00,train,0,401.8,5.99844,18,131.0,3.07,8.42,1.0282,18,4,1,2,1,0.5,31.4708,0,0.192494,0.255443
SYN009666,340.0,2010-10-08 18:06:00,train,0,638.86,6.461249,27,222.0,2.88,15.2,0.583,8,4,1,7,5,0.714286,305.5049,0,0.189316,0.243062
SYN009667,3376.0,2010-10-08 18:26:00,train,0,1016.25,6.924858,14,105.0,9.68,17.93,3.2425,15,4,1,1,0,0.0,23.2465,0,0.204962,0.290364
SYN009668,2026.0,2010-10-08 18:34:00,train,0,835.4,6.729107,19,791.0,1.06,5.39,0.2632,16,4,1,0,0,-1.0,0.0,1,0.190561,0.288999
SYN009669,5306.0,2010-10-08 19:08:00,train,0,446.38,6.103408,16,68.0,6.56,16.76,2.2867,13,4,1,1,0,0.0,4.9729,0,0.170857,0.290385
SYN009670,5581.0,2010-10-08 19:30:00,train,0,455.29,6.123129,19,69.0,6.6,37.35,1.7309,10,4,1,1,0,0.0,14.3049,0,0.178241,0.23523
SYN009671,1984.0,2010-10-08 19:50:00,train,1,450.41,6.112376,14,149.0,3.02,3.47,0.5654,14,4,1,1,0,0.0,16.0972,0,0.19037,0.307109
SYN009672,4088.0,2010-10-08 20:32:00,train,0,210.21,5.352853,20,261.0,0.81,3.94,0.1853,14,4,1,4,0,0.0,175.0778,0,0.173548,0.318078
SYN009673,4906.0,2010-10-08 20:37:00,train,0,626.61,6.441919,19,84.0,7.46,30.82,1.1009,14,4,1,6,0,0.0,140.2299,0,0.194666,0.275154
SYN009674,254.0,2010-10-08 21:12:00,train,1,156.58,5.059933,23,215.0,0.73,1.33,0.1784,10,4,0,5,0,0.0,179.1951,0,0.187387,0.296158
SYN009675,3148.0,2010-10-08 21:58:00,train,0,578.81,6.3627,12,89.0,6.5,8.87,2.0831,14,4,1,1,0,0.0,23.8736,0,0.213463,0.266363
SYN009676,3265.0,2010-10-08 21:59:00,train,0,702.31,6.555798,15,96.0,7.32,21.95,1.9643,8,4,1,1,0,0.0,5.2729,0,0.197525,0.247664
SYN009677,2081.0,2010-10-08 22:03:00,train,0,181.77,5.208229,21,106.0,1.71,9.64,0.3892,10,4,1,6,0,0.0,285.1118,0,0.195032,0.438996
SYN009678,806.0,2010-10-08 22:33:00,train,0,265.64,5.585899,20,162.0,1.64,3.53,0.4657,8,4,1,0,0,-1.0,0.0,1,0.191961,0.290973
SYN009679,3786.0,2010-10-08 22:39:00,train,0,244.55,5.503501,28,48.0,5.09,26.65,1.2017,13,4,1,3,0,0.0,223.0479,0,0.176167,0.294058
SYN009680,1038.0,2010-10-09 00:49:00,train,1,874.78,6.775115,15,75.0,11.66,62.36,3.3109,12,5,1,1,1,1.0,26.2729,0,0.209326,0.310313
SYN009681,4087.0,2010-10-09 01:15:00,train,1,613.7,6.421134,30,1100.0,0.56,1.15,0.1178,14,5,0,1,0,0.0,68.4597,0,0.177211,0.303178
SYN009682,507.0,2010-10-09 01:25:00,train,0,117.28,4.773055,16,133.0,0.88,2.45,0.2139,9,5,1,5,0,0.0,180.7354,0,0.175269,0.224401
SYN009683,1028.0,2010-10-09 01:45:00,train,1,497.81,6.212225,20,77.0,6.47,17.56,2.2509,16,5,1,1,0,0.0,85.4535,0,0.186498,0.293094
SYN009684,5859.0,2010-10-09 01:50:00,train,0,5353.88,8.585764,18,330.0,16.22,80.51,3.6009,10,5,1,0,0,-1.0,0.0,1,0.161911,0.230259
SYN009685,1704.0,2010-10-09 02:34:00,train,0,44.82,3.824721,36,597.0,0.08,0.4,0.0223,15,5,1,0,0,-1.0,0.0,1,0.18122,0.342683
SYN009686,4294.0,2010-10-09 03:03:00,train,0,268.01,5.594749,17,209.0,1.28,3.18,0.3642,13,5,1,5,0,0.0,140.6465,0,0.186359,0.243179
SYN009687,3360.0,2010-10-09 03:16:00,train,0,544.51,6.301721,27,283.0,1.92,8.08,0.3577,10,5,1,2,0,0.0,82.8882,0,0.184279,0.270926
SYN009688,2390.0,2010-10-09 03:19:00,train,0,1516.8,7.325017,16,79.0,19.2,64.92,4.7197,12,5,1,4,0,0.0,132.3681,0,0.194429,0.251552
SYN009689,5678.0,2010-10-09 04:55:00,train,0,261.49,5.570213,20,203.0,1.29,6.53,0.4463,11,5,1,5,1,0.2,119.1139,0,0.178162,0.311793
SYN009690,278.0,2010-10-09 04:58:00,train,0,1182.89,7.076561,18,135.0,8.76,29.41,1.2543,14,5,1,3,1,0.333333,142.5792,0,0.198061,0.246848
SYN009691,5898.0,2010-10-09 05:08:00,train,1,1652.88,7.410879,23,237.0,6.97,35.79,1.8103,13,5,1,0,0,-1.0,0.0,1,0.206165,0.431384
SYN009692,4583.0,2010-10-09 05:23:00,train,0,440.43,6.090019,19,126.0,3.5,3.85,1.1607,9,5,1,2,0,0.0,182.1549,0,0.181557,0.299815
SYN009693,1968.0,2010-10-09 06:17:00,train,0,311.5,5.744604,22,91.0,3.42,4.01,0.9091,12,5,1,2,0,0.0,57.334,0,0.190911,0.230343
SYN009694,1500.0,2010-10-09 06:27:00,train,1,490.34,6.197136,20,339.0,1.45,4.97,0.5551,7,5,1,6,1,0.166667,240.1736,0,0.188346,0.259831
SYN009695,2305.0,2010-10-09 06:54:00,train,0,562.01,6.333297,29,273.0,2.06,6.15,0.4839,18,5,0,2,2,1.0,79.7236,0,0.191625,0.279231
SYN009696,5337.0,2010-10-09 07:41:00,train,0,673.27,6.513631,19,84.0,8.02,17.42,2.6453,10,5,1,0,0,-1.0,0.0,1,0.182704,0.251572
SYN009697,5727.0,2010-10-09 07:54:00,train,0,467.78,6.150134,23,176.0,2.66,10.07,0.8749,11,5,1,1,0,0.0,13.8188,0,0.179198,0.255979
